,HPhylomeDB|P00395,EggNOG|COG0843,HOGENOM|NA,HOVERGEN|HBG003841,OMA|FHGLASM,KO|K02256
Q15WC1,,Q15WC1_PSEA6,,,,
Q168L8,,Q168L8_ROSDO,,,,
Q17U69,,,,Q17U69_9TELE,,
Q17U82,,,,Q17U82_9TELE,,
Q17U95,,,,Q17U95_9TELE,,
Q17UA8,,,,Q17UA8_9TELE,,
Q18JR5,,Q18JR5_HALWD,,,,
Q195I9,,,,Q195I9_CHICK,,
Q199D4,,,,Q199D4_MINME,,
Q199E7,,,,Q199E7_PHEMI,,
Q199G0,,,,Q199G0_PERMP,,
Q199H3,,,,Q199H3_NOTST,,
Q199I6,,,,Q199I6_SCOCA,,
Q199J9,,,,Q199J9_9TELE,,
Q199L2,,,,Q199L2_9TELE,,
Q199M5,,,,Q199M5_MICSA,,
Q199N8,,,,Q199N8_9TELE,,
Q199Q1,,,,Q199Q1_LEPOS,,
Q199R4,,,,Q199R4_9TELE,,
Q199S7,,,,Q199S7_9TELE,,
Q19VJ4,,,,Q19VJ4_9BRAN,,
Q1AGX8,,,,,,Q1AGX8_TRIAD
Q1AL73,,,,Q1AL73_CHLSB,,
Q1B6D9,,Q1B6D9_MYCSS,,,,
Q1BAX3,,Q1BAX3_MYCSS,,,,
Q1BHN3,,Q1BHN3_BURCA,,,,
Q1BTC2,,Q1BTC2_BURCA,,,,
Q1BW06,,Q1BW06_BURCA,,,,
Q1C4K1,,Q1C4K1_YERPA,,,,
Q1CL72,,Q1CL72_YERPN,,,,
Q1CZF1,,Q1CZF1_MYXXD,,,,
Q1D5M5,,Q1D5M5_MYXXD,,,,
Q1EG15,,,,Q1EG15_GALPY,,
Q1EHK3,,,,Q1EHK3_9AVES,,
Q1EHL5,,,,Q1EHL5_THACR,,
Q1EHM7,,,,Q1EHM7_9AVES,,
Q1EHN9,,,,Q1EHN9_9AVES,,
Q1EHQ2,,,,Q1EHQ2_GAVPA,,
Q1EHR5,,,,Q1EHR5_EUDCH,,
Q1ESX6,,,,Q1ESX6_ICHUN,,
Q1ESX7,,,,Q1ESX7_LAMTR,,
Q1ESX8,,,,Q1ESX8_LETRI,,
Q1ESX9,,,,Q1ESX9_9PETR,,
Q1ESY3,,,,Q1ESY3_9PETR,,
Q1ESY4,,,,Q1ESY4_LETCA,,
Q1G561,,,,Q1G561_TURSY,,
Q1G562,,,,Q1G562_9CHAR,,
Q1G563,,,,Q1G563_RYNNI,,
Q1G564,,,,Q1G564_RISTR,,
Q1G565,,,,Q1G565_FRAAR,,
Q1G566,,,,Q1G566_CATSK,,
Q1G567,,,,Q1G567_CURTE,,
Q1G568,,,,Q1G568_PEDTO,,
Q1G569,,,,Q1G569_9AVES,,
Q1G570,,,,Q1G570_9CHAR,,
Q1G571,,,,Q1G571_JACJC,,
Q1G572,,,,Q1G572_CHIMN,,
Q1G573,,,,Q1G573_PLUSO,,
Q1G575,,,,Q1G575_CHAVO,,
Q1G576,,,,Q1G576_HIMME,,
Q1G577,,,,Q1G577_9AVES,,
Q1G7K1,,,,Q1G7K1_9SAUR,,
Q1GE93,,Q1GE93_RUEST,,,,
Q1GE99,,Q1GE99_RUEST,,,,
Q1H1C1,,Q1H1C1_METFK,,,,
Q1H1S5,,Q1H1S5_METFK,,,,
Q1HB17,,,,Q1HB17_PIG,,
Q1HBH1,,,,Q1HBH1_PIG,,
Q1HK49,,,,Q1HK49_CANLA,,
Q1HKA1,,,,COX1_CANLU,,
Q1HKH9,,,,Q1HKH9_CANFA,,
Q1HU10,,,,Q1HU10_9AMPH,,
Q1HU23,,,,Q1HU23_9AMPH,,
Q1HU36,,,,Q1HU36_ONYFI,,
Q1HU49,,,,Q1HU49_HYNCH,,
Q1HU62,,,,Q1HU62_BATYE,,
Q1HU75,,,,Q1HU75_BATTI,,
Q1HU88,,,,Q1HU88_HYNFO,,
Q1HUA1,,,,Q1HUA1_BATPI,,
Q1HUB4,,,,Q1HUB4_SALKE,,
Q1HUC7,,,,Q1HUC7_9AMPH,,
Q1HUE0,,,,Q1HUE0_9AMPH,,
Q1HUF3,,,,Q1HUF3_HYNLE,,
Q1HUG6,,,,Q1HUG6_LIUSH,,
Q1HUH9,,,,Q1HUH9_BATLO,,
Q1HUJ2,,,,Q1HUJ2_HYNAM,,
Q1I1C9,,,,Q1I1C9_MICLV,,
Q1IEP3,,Q1IEP3_PSEE4,,,,
Q1IH01,,Q1IH01_PSEE4,,,,
Q1IMA4,,Q1IMA4_KORVE,,,,
Q1IUK7,,Q1IUK7_KORVE,,,,
Q1J1C5,,Q1J1C5_DEIGD,,,,
Q1J2G3,,Q1J2G3_DEIGD,,,,
Q1JQR9,,,,Q1JQR9_9SAUR,,
Q1JQS0,,,,Q1JQS0_9SAUR,,
Q1JQT1,,,,Q1JQT1_9SAUR,,
Q1JQT7,,,,Q1JQT7_9SAUR,,
Q1JQU1,,,,Q1JQU1_9SAUR,,
Q1JQU8,,,,Q1JQU8_9SAUR,,
Q1JQV1,,,,Q1JQV1_9SAUR,,
Q1JQV4,,,,Q1JQV4_9SAUR,,
Q1JQW1,,,,Q1JQW1_9SAUR,,
Q1JQW2,,,,Q1JQW2_9SAUR,,
Q1JQW6,,,,Q1JQW6_9SAUR,,
Q1JQX0,,,,Q1JQX0_9SAUR,,
Q1JQX1,,,,Q1JQX1_9SAUR,,
Q1JQX5,,,,Q1JQX5_9SAUR,,
Q1JQX8,,,,Q1JQX8_9SAUR,,
Q1JQY3,,,,Q1JQY3_9SAUR,,
Q1L039,,,,Q1L039_ONCMY,,
Q1LB25,,Q1LB25_RALME,,,,
Q1LBK8,,Q1LBK8_RALME,,,,
Q1LGA2,,Q1LGA2_RALME,,,,
Q1LPU1,,Q1LPU1_RALME,,,,
Q1LRS8,,Q1LRS8_RALME,,,,
Q1LTJ6,,Q1LTJ6_BAUCH,,,,
Q1M6Z6,,Q1M6Z6_RHIL3,,,,
Q1MEU3,,Q1MEU3_RHIL3,,,,
Q1MKI6,,Q1MKI6_RHIL3,,,Q1MKI6_RHIL3,
Q1MWE5,,,,Q1MWE5_PHAVS,,
Q1MWF8,,,,Q1MWF8_LAGHI,,
Q1MWH1,,,,Q1MWH1_PETBR,,
Q1MWI4,,,,Q1MWI4_DACTR,,
Q1MWJ7,,,,Q1MWJ7_PHACI,,
Q1MWL0,,,,Q1MWL0_DISPE,,
Q1P9R4,,,,Q1P9R4_PIG,,
Q1QG45,,Q1QG45_NITHX,,,,
Q1QHC6,,Q1QHC6_NITHX,,,,
Q1QHV6,,Q1QHV6_NITHX,,,Q1QHV6_NITHX,
Q1QHW6,,Q1QHW6_NITHX,,,,
Q1QJV7,,Q1QJV7_NITHX,,,,
Q1QYZ6,,Q1QYZ6_CHRSD,,,,
Q1RFA8,,Q1RFA8_ECOUT,,,,
Q1RI42,,COX1_RICBR,,,,
Q1RNA8,,,,Q1RNA8_9TYRA,,
Q1RQI5,,,,Q1RQI5_TRITP,,
Q1WA41,,,,Q1WA41_MACMG,,
Q1WBX9,,,,Q1WBX9_VERVA,,
Q1WEZ6,,,,Q1WEZ6_PIG,,
Q1WFL2,,,,Q1WFL2_HORSE,,
Q1WFL3,,,,Q1WFL3_HORSE,,
Q1WFL4,,,,Q1WFL4_HORSE,,
Q1WFL5,,,,Q1WFL5_HORSE,,
Q1XD74,,,,Q1XD74_PHARU,,
Q1XD87,,,,Q1XD87_SYNAN,,
Q1XGD3,,,,,,Q1XGD3_PHYPA
Q1XGF2,,,,Q1XGF2_9BRAN,,
Q1XGG0,,,,Q1XGG0_9BRAN,,
Q1XI57,,,,Q1XI57_9SCOM,,
Q1XI58,,,,Q1XI58_9SCOM,,
Q1XI59,,,,Q1XI59_9SCOM,,
Q1XI60,,,,Q1XI60_9SCOM,,
Q1XI61,,,,Q1XI61_9SCOM,,
Q1XI62,,,,Q1XI62_9SCOM,,
Q1XI63,,,,Q1XI63_9SCOM,,
Q1XI64,,,,Q1XI64_9SCOM,,
Q1XI65,,,,Q1XI65_9SCOM,,
Q1XI66,,,,Q1XI66_9SCOM,,
Q1XI67,,,,Q1XI67_9SCOM,,
Q1XI68,,,,Q1XI68_9SCOM,,
Q1XI69,,,,Q1XI69_9SCOM,,
Q1XI70,,,,Q1XI70_9SCOM,,
Q1XI71,,,,Q1XI71_9SCOM,,
Q1XI72,,,,Q1XI72_9SCOM,,
Q1XI73,,,,Q1XI73_9SCOM,,
Q1XI74,,,,Q1XI74_9SCOM,,
Q1XI75,,,,Q1XI75_9SCOM,,
Q1XI76,,,,Q1XI76_9SCOM,,
Q1XI77,,,,Q1XI77_ARIIN,,
Q1XI78,,,,Q1XI78_ARILU,,
Q1XI96,,,,Q1XI96_9BRAN,,
Q1XI97,,,,Q1XI97_9BRAN,,
Q1XIA1,,,,Q1XIA1_9BRAN,,
Q1XIA3,,,,Q1XIA3_9BRAN,,
Q1XIB1,,,,Q1XIB1_9BRAN,,
Q1XIB6,,,,Q1XIB6_9BRAN,,
Q1XIB7,,,,Q1XIB7_9BRAN,,
Q1XIB8,,,,Q1XIB8_9BRAN,,
Q1XIC2,,,,Q1XIC2_9BRAN,,
Q20FD8,,,,Q20FD8_9SAUR,,
Q20FF1,,,,Q20FF1_CHESE,,
Q20FG3,,,,Q20FG3_9SAUR,,
Q20X26,,Q20X26_RHOPB,,,,
Q20ZQ3,,Q20ZQ3_RHOPB,,,,
Q21PS8,,Q21PS8_SACD2,,,,
Q21XU2,,Q21XU2_RHOFT,,,Q21XU2_RHOFT,
Q25CE1,,,,Q25CE1_BALED,,
Q25CF4,,,,Q25CF4_BALOM,,
Q25CG7,,,,Q25CG7_BALOM,,
Q26218,,Q26218_PLAYO,,,,
Q26647,,Q26647_STRPU,,,,
Q27GW6,,,,Q27GW6_TAEGU,,Q27GW6_TAEGU
Q27PQ3,,,,Q27PQ3_CRIGR,,Q27PQ3_CRIGR
Q285N6,,,,Q285N6_9TELE,,
Q28SZ5,,Q28SZ5_JANSC,,,Q28SZ5_JANSC,
Q28SZ6,,Q28SZ6_JANSC,,,,
Q2A0E1,,,,Q2A0E1_9TELE,,
Q2A0F4,,,,Q2A0F4_9TELE,,
Q2A0G7,,,,Q2A0G7_9TELE,,
Q2A0I0,,,,Q2A0I0_9TELE,,
Q2A0J3,,,,Q2A0J3_9TELE,,
Q2A0K6,,,,Q2A0K6_9TELE,,
Q2F905,,Q2F905_ORYSJ,,,,
Q2F9E1,,,,Q2F9E1_PANTI,,
Q2FI18,,QOX1_STAA3,,,,
Q2FZK0,,QOX1_STAA8,,,,
Q2G9W4,,Q2G9W4_NOVAD,,,,
Q2GDE5,,Q2GDE5_NEOSM,,,Q2GDE5_NEOSM,
Q2GFJ3,,Q2GFJ3_EHRCR,,,,
Q2GJ18,,Q2GJ18_ANAPZ,,,Q2GJ18_ANAPZ,
Q2HKD5,,,,Q2HKD5_HUMAN,,
Q2HKI7,,,,Q2HKI7_HUMAN,,
Q2HKZ3,,,,Q2HKZ3_HUMAN,,
Q2HL32,,,,Q2HL32_HUMAN,,
Q2HQU6,,,,Q2HQU6_ASCTR,,
Q2HQV9,,,,Q2HQV9_9ANUR,,
Q2HXH9,,,,Q2HXH9_9NEOB,,
Q2I3H2,,,,COX1_ELEMA,,
Q2IK64,,Q2IK64_ANADE,,,,
Q2IP51,,Q2IP51_ANADE,,,,
Q2IR90,,Q2IR90_RHOP2,,,Q2IR90_RHOP2,
Q2J3K8,,Q2J3K8_RHOP2,,,,
Q2J3U3,,Q2J3U3_RHOP2,,,,
Q2J6C1,,Q2J6C1_FRASC,,,,
Q2J8B9,,Q2J8B9_FRASC,,,,
Q2JA32,,Q2JA32_FRASC,,,,
Q2JBF9,,Q2JBF9_FRASC,,,,
Q2JID9,,Q2JID9_SYNJB,,,,
Q2JUD8,,Q2JUD8_SYNJA,,,,
Q2K024,,Q2K024_RHIEC,,,,
Q2K1Z3,,Q2K1Z3_RHIEC,,,,
Q2K6Z8,,Q2K6Z8_RHIEC,,,,
Q2KBJ3,,Q2KBJ3_RHIEC,,,,
Q2KBM2,,Q2KBM2_RHIEC,,,Q2KBM2_RHIEC,
Q2KT03,,,,Q2KT03_9PASS,,
Q2KT65,,,,Q2KT65_9TELE,,
Q2KT78,,,,Q2KT78_TETNG,,
Q2KT91,,Q2KT91_TAKRU,,,,
Q2KWP6,,Q2KWP6_BORA1,,,,
Q2MIM0,,,,Q2MIM0_9TELE,,
Q2MIN3,,,,Q2MIN3_9TELE,,
Q2MIP6,,,,Q2MIP6_9TELE,,
Q2MIQ9,,,,Q2MIQ9_9TELE,,
Q2NCF3,,Q2NCF3_ERYLH,,,,
Q2NNJ2,,,,Q2NNJ2_PIG,,
Q2NNK5,,,,Q2NNK5_PIG,,
Q2NNL8,,,,Q2NNL8_PIG,,
Q2NNN1,,,,Q2NNN1_PIG,,
Q2NPK1,,,,Q2NPK1_ORYLA,,
Q2NPL4,,,,Q2NPL4_ORYLA,,
Q2NPM7,,,,Q2NPM7_ORYLA,,
Q2NPQ3,,,,Q2NPQ3_ORYLA,,
Q2NPR6,,,,Q2NPR6_ORYLA,,
Q2NPS9,,,,Q2NPS9_ORYLA,,
Q2NPU2,,,,Q2NPU2_ORYLA,,
Q2NPV5,,,,Q2NPV5_ORYLA,,
Q2NV84,,Q2NV84_SODGM,,,,
Q2NYF3,,Q2NYF3_XANOM,,,,
Q2P5A6,,Q2P5A6_XANOM,,,,
Q2PHJ1,,,,Q2PHJ1_NIPNI,,
Q2QFS2,,,,Q2QFS2_CYGCO,,
Q2QG04,,,,Q2QG04_TESGR,,
Q2QG17,,,,Q2QG17_TESGR,,
Q2QG30,,,,Q2QG30_9SAUR,,
Q2QG43,,,,Q2QG43_9SAUR,,
Q2QG56,,,,Q2QG56_9SAUR,,
Q2QG69,,,,Q2QG69_9SAUR,,
Q2QG82,,,,Q2QG82_9SAUR,,
Q2QG95,,,,Q2QG95_9SAUR,,
Q2QGA8,,,,Q2QGA8_9SAUR,,
Q2QGC1,,,,Q2QGC1_STIPA,,
Q2QGD4,,,,Q2QGD4_9SAUR,,
Q2S0S6,,Q2S0S6_SALRD,,,,
Q2S5S1,,Q2S5S1_SALRD,,,,
Q2SQV4,,Q2SQV4_HAHCH,,,Q2SQV4_HAHCH,
Q2SUL3,,Q2SUL3_BURTA,,,,
Q2SXN0,,Q2SXN0_BURTA,,,,
Q2T1G4,,Q2T1G4_BURTA,,,,
Q2T819,,Q2T819_BURTA,,,,
Q2TCU9,,,,Q2TCU9_SIPAN,,
Q2TRB8,,,,Q2TRB8_DENDM,,
Q2TRC3,,,,Q2TRC3_DENCO,,
Q2TRC8,,,,Q2TRC8_DENPT,,
Q2TRD3,,,,Q2TRD3_HELVE,,
Q2TRD8,,,,Q2TRD8_WILPU,,
Q2TRE3,,,,Q2TRE3_VERVI,,
Q2TRE8,,,,Q2TRE8_DENTO,,
Q2TRF3,,,,Q2TRF3_VERPR,,
Q2TRF8,,,,Q2TRF8_LIMSW,,
Q2TRG3,,,,Q2TRG3_PROCI,,
Q2TRG8,,,,Q2TRG8_DENDI,,
Q2TRH3,,,,Q2TRH3_DENPI,,
Q2TRH8,,,,Q2TRH8_DENPA,,
Q2TRI3,,,,Q2TRI3_SEIAU,,
Q2TRI8,,,,Q2TRI8_VERCE,,
Q2TRJ3,,,,Q2TRJ3_PARNO,,
Q2TRJ8,,,,Q2TRJ8_PARAM,,
Q2TRK3,,,,Q2TRK3_VERRU,,
Q2TRK8,,,,Q2TRK8_OPOPH,,
Q2TRL3,,,,Q2TRL3_DENMA,,
Q2TRL8,,,,Q2TRL8_OPOTO,,
Q2TRM3,,,,Q2TRM3_VERLU,,
Q2TRM8,,,,Q2TRM8_SEIMO,,
Q2TRN3,,,,Q2TRN3_OPOFO,,
Q2TRN8,,,,Q2TRN8_WILCI,,
Q2TRP3,,,,Q2TRP3_DENOC,,
Q2TRP8,,,,Q2TRP8_DENGR,,
Q2TRQ3,,,,Q2TRQ3_VERCR,,
Q2TRQ8,,,,Q2TRQ8_OPOAG,,
Q2TRR3,,,,Q2TRR3_GEOTR,,
Q2TRR8,,,,Q2TRR8_DENPE,,
Q2TRS3,,,,Q2TRS3_DENCE,,
Q2TRS8,,,,Q2TRS8_WILCA,,
Q2TRT3,,,,Q2TRT3_DENTG,,
Q2TRT8,,,,Q2TRT8_DENNI,,
Q2TRU3,,,,Q2TRU3_DENVR,,
Q2TRU8,,,,Q2TRU8_DENCA,,
Q2TRV3,,,,Q2TRV3_VERCY,,
Q2TRV8,,,,Q2TRV8_MUSST,,
Q2TRW8,,,,Q2TRW8_MNIVA,,
Q2TRX3,,,,Q2TRX3_DENCS,,
Q2TRX8,,,,Q2TRX8_SETRU,,
Q2TVP2,,,,Q2TVP2_PHOFA,,
Q2TVP4,,,,Q2TVP4_PUSCA,,
Q2TVP5,,,,Q2TVP5_PHOSI,,
Q2TVP6,,,,Q2TVP6_PHOHI,,
Q2V097,,,,Q2V097_CEREL,,
Q2V0B0,,,,Q2V0B0_RANTA,,
Q2VWC9,,,,Q2VWC9_CRAME,,
Q2VWD0,,,,Q2VWD0_CRAME,,
Q2VWD1,,,,Q2VWD1_CRAME,,
Q2VWD2,,,,Q2VWD2_CRAME,,
Q2VWD3,,,,Q2VWD3_CRAME,,
Q2VWD5,,,,Q2VWD5_CRAFV,,
Q2VWD7,,,,Q2VWD7_CRAFV,,
Q2VWD8,,,,Q2VWD8_CRAFV,,
Q2VWD9,,,,Q2VWD9_CRAFV,,
Q2VWE0,,,,Q2VWE0_CRAFV,,
Q2VWE1,,,,Q2VWE1_9RODE,,
Q2VWE2,,,,Q2VWE2_9RODE,,
Q2VWE3,,,,Q2VWE3_9RODE,,
Q2VWE4,,,,Q2VWE4_9RODE,,
Q2VWE5,,,,Q2VWE5_9RODE,,
Q2VWE6,,,,Q2VWE6_9RODE,,
Q2VWE7,,,,Q2VWE7_9RODE,,
Q2VWE8,,,,Q2VWE8_9RODE,,
Q2VWE9,,,,Q2VWE9_9RODE,,
Q2VWF0,,,,Q2VWF0_9RODE,,
Q2VYB4,,,,Q2VYB4_GECGE,,
Q2W549,,Q2W549_MAGSA,,,,
Q2W5A2,,Q2W5A2_MAGSA,,,,
Q2Y5L8,,Q2Y5L8_NITMU,,,,
Q2Y848,,Q2Y848_NITMU,,,,
Q2YBV4,,Q2YBV4_NITMU,,,,
Q2YCM9,,Q2YCM9_NITMU,,,Q2YCM9_NITMU,
Q2YG64,,,,Q2YG64_LIPVE,,Q2YG64_LIPVE
Q2YHH3,,,,Q2YHH3_CATAU,,
Q2YMI8,,Q2YMI8_BRUA2,,,,
Q2YX15,,QOX1_STAAB,,,,
Q304X7,,,,Q304X7_SPAAU,,
Q305I4,,,,Q305I4_HUMAN,,
Q305V1,,,,Q305V1_HUMAN,,
Q30EJ7,,,,Q30EJ7_9CHON,,
Q30EM8,,,,Q30EM8_9CHON,,
Q30EM9,,,,Q30EM9_9CHON,,
Q30EN5,,,,Q30EN5_9CHON,,
Q30GF3,,,,Q30GF3_9SALA,,
Q30GF4,,,,Q30GF4_9SALA,,
Q30UE6,,Q30UE6_SULDN,,,,
Q310M6,,Q310M6_DESAG,,,,
Q31C90,,Q31C90_PROM9,,,,
Q31JY6,,Q31JY6_SYNE7,,,,
Q325H0,,Q325H0_SHIBS,,,,
Q32UR4,,,,Q32UR4_ECHRU,,
Q32US7,,,,Q32US7_SMICR,,
Q32UU0,,,,Q32UU0_DASHA,,
Q334I8,,,,Q334I8_TRIDL,,
Q335J4,,,,Q335J4_9TELE,,
Q335L1,,,,Q335L1_TRIDL,,
Q335L9,,,,Q335L9_TRIDL,,
Q335R5,,,,Q335R5_TOMSC,,
Q335S8,,,,Q335S8_GAVGA,,
Q335U1,,,,Q335U1_CROPO,,
Q335V4,,,,Q335V4_CRONI,,
Q34388,,,,,,COX1_DROSI
Q34391,,,,,,COX1_DROSE
Q34800,,,,COX1_HYLSY,,
Q34835,,Q34835_KLULC,,,,
Q35414,,,,Q35414_PROAN,,
Q35536,,,,COX1_PETMA,,
Q36148,,,,Q36148_TRASC,,
Q36452,,COX1_ORNAN,,COX1_ORNAN,,COX1_ORNAN
Q36705,,,,Q36705_HALRO,,
Q36775,,,,COX1_GADMO,,
Q38PS0,,,,COX1_MAMPR,,
Q396U4,,Q396U4_BURL3,,,,
Q39CP7,,Q39CP7_BURL3,,,,
Q39EZ7,,Q39EZ7_BURL3,,,,
Q39MB1,,Q39MB1_BURL3,,,,
Q39Z30,,Q39Z30_GEOMG,,,,
Q3A1J3,,Q3A1J3_PELCD,,,,
Q3AKZ4,,Q3AKZ4_SYNSC,,,,
Q3AM01,,Q3AM01_SYNSC,,,,
Q3AV01,,Q3AV01_SYNS9,,,,
Q3BEP0,,,,Q3BEP0_9FALC,,
Q3BEQ3,,,,Q3BEQ3_9FALC,,
Q3BNC7,,Q3BNC7_XANC5,,,,
Q3BW24,,Q3BW24_XANC5,,,,
Q3HM77,,,,,,Q3HM77_ASPNC
Q3IA74,,,,Q3IA74_LATCA,,
Q3IHP6,,Q3IHP6_PSEHT,,,,
Q3IJR9,,Q3IJR9_PSEHT,,,Q3IJR9_PSEHT,
Q3INR3,,Q3INR3_NATPD,,,,
Q3IQM3,,Q3IQM3_NATPD,,,,
Q3IRC4,,Q3IRC4_NATPD,,,,
Q3IXM1,,Q3IXM1_RHOS4,,,,
Q3J1P3,,Q3J1P3_RHOS4,,,,
Q3J5A7,,Q3J5A7_RHOS4,,,,
Q3J6Q9,,Q3J6Q9_NITOC,,,,
Q3J6Y4,,Q3J6Y4_NITOC,,,,
Q3JAA8,,Q3JAA8_NITOC,,,,
Q3JBQ0,,Q3JBQ0_NITOC,,,,
Q3JI53,,Q3JI53_BURP1,,,,
Q3JJV3,,Q3JJV3_BURP1,,,,
Q3JQD5,,Q3JQD5_BURP1,,,,
Q3JU57,,Q3JU57_BURP1,,,,
Q3JVP6,,Q3JVP6_BURP1,,,,
Q3JWG6,,Q3JWG6_BURP1,,,,
Q3K770,,Q3K770_PSEPF,,,,
Q3KK84,,Q3KK84_PSEPF,,,,
Q3KRS5,,,,Q3KRS5_LIMFJ,,
Q3L6Q2,,,,Q3L6Q2_HELMA,,
Q3L6R3,,,,Q3L6R3_PROLO,,
Q3L6S4,,,,Q3L6S4_TAXTA,,
Q3L6T5,,,,Q3L6T5_LONCN,,
Q3L6U6,,,,Q3L6U6_MARAM,,
Q3L6V7,,,,Q3L6V7_MEPME,,
Q3L6W8,,,,Q3L6W8_AILFU,,
Q3L6Y0,,,,Q3L6Y0_VULLA,,
Q3L704,,,,Q3L704_PUMCO,,
Q3L716,,,,Q3L716_LYNCA,,
Q3L9E6,,Q3L9E6_RHOE4,,,,
Q3L9P8,,Q3L9P8_RHOE4,,,,
Q3LGD0,,,,Q3LGD0_ANDJA,,
Q3LR90,,,,Q3LR90_PANHO,,Q3LR90_PANHO
Q3M296,,Q3M296_ANAVT,,,,
Q3M538,,Q3M538_ANAVT,,,,
Q3M754,,Q3M754_ANAVT,,,,
Q3MFT3,,Q3MFT3_ANAVT,,,,
Q3MG13,,Q3MG13_ANAVT,,,,
Q3MQ44,,,,Q3MQ44_TRITP,,
Q3SLX4,,Q3SLX4_THIDA,,,,
Q3SQ73,,Q3SQ73_NITWN,,,,
Q3SUK6,,Q3SUK6_NITWN,,,,
Q3SUL4,,Q3SUL4_NITWN,,,Q3SUL4_NITWN,
Q3TRT0,,,,Q3TRT0_MOUSE,,
Q3UQ58,,,,Q3UQ58_MOUSE,,
Q3UR21,,,,Q3UR21_MOUSE,,
Q3UTW3,,,,Q3UTW3_MOUSE,,
Q3YN86,,,,Q3YN86_MELAE,,
Q3YN99,,,,Q3YN99_MERMR,,
Q3YR14,,Q3YR14_EHRCJ,,,,
Q3Z4X2,,Q3Z4X2_SHISS,,,,
Q401Z4,,,,Q401Z4_ROUAE,,
Q402I2,,,,Q402I2_CYPHI,,
Q402K1,,,,Q402K1_XENUN,,
Q402L4,,,,Q402L4_CYLRU,,
Q402M9,,,,Q402M9_ACRGR,,
Q402P2,,,,Q402P2_PYTRG,,
Q402Q5,,,,Q402Q5_BOACO,,
Q402R8,,,,Q402R8_OVOOK,,
Q45LD5,,,,Q45LD5_BOVIN,,
Q45LE8,,,,Q45LE8_BOVIN,,
Q45LN9,,,,Q45LN9_BOVIN,,
Q46GX4,,Q46GX4_PROMT,,,,
Q46RJ5,,Q46RJ5_CUPPJ,,,,
Q46SF6,,Q46SF6_CUPPJ,,,,
Q46SU7,,Q46SU7_CUPPJ,,,,
Q46V43,,Q46V43_CUPPJ,,,,
Q473S1,,Q473S1_CUPPJ,,,,
Q476I6,,Q476I6_CUPPJ,,,Q476I6_CUPPJ,
Q47G12,,Q47G12_DECAR,,,,
Q47P89,,Q47P89_THEFY,,,,
Q47R63,,Q47R63_THEFY,,,,
Q47RJ8,,Q47RJ8_THEFY,,,,
Q48AB1,,Q48AB1_COLP3,,,,
Q48M95,,Q48M95_PSE14,,,,
Q493G0,,Q493G0_BLOPB,,,,
Q49RY7,,,,Q49RY7_CANFA,Q49RY7_CANFA,Q49RY7_CANFA
Q49S13,,,,Q49S13_CANFA,,
Q49S57,,,,Q49S57_OREMO,,
Q49S70,,,,Q49S70_9CHON,,
Q49SC3,,,,Q49SC3_9SALA,,
Q49SI7,,,,Q49SI7_COBSI,,
Q49SK0,,,,Q49SK0_SYNVA,,
Q49WI3,,QOX1_STAS1,,,,
Q4ACW0,,,,Q4ACW0_MYXAS,,
Q4EWN6,,,,Q4EWN6_HUMAN,,
Q4EZA9,,,,Q4EZA9_HUMAN,,
Q4F198,,,,Q4F198_HUMAN,,
Q4F1M8,,,,Q4F1M8_HUMAN,,
Q4F260,,,,Q4F260_HUMAN,,
Q4F2G4,,,,Q4F2G4_HUMAN,,
Q4F387,,,,Q4F387_HUMAN,,
Q4F4Q7,,,,Q4F4Q7_HUMAN,,
Q4F563,,,,Q4F563_HUMAN,,
Q4F5X3,,,,Q4F5X3_HUMAN,,
Q4F6E2,,,,Q4F6E2_HUMAN,,
Q4F7Q3,,,,Q4F7Q3_9SALA,,
Q4F7Q4,,,,Q4F7Q4_9SALA,,
Q4F7Q5,,,,Q4F7Q5_9SALA,,
Q4F7Q6,,,,Q4F7Q6_9SALA,,
Q4F7Q7,,,,Q4F7Q7_9SALA,,
Q4F7Q8,,,,Q4F7Q8_9SALA,,
Q4F7Q9,,,,Q4F7Q9_9SALA,,
Q4F7R0,,,,Q4F7R0_9SALA,,
Q4F7R1,,,,Q4F7R1_9SALA,,
Q4F7R2,,,,Q4F7R2_9SALA,,
Q4F7R3,,,,Q4F7R3_9SALA,,
Q4F7R4,,,,Q4F7R4_9SALA,,
Q4F7R5,,,,Q4F7R5_9SALA,,
Q4F7R6,,,,Q4F7R6_9SALA,,
Q4F7R8,,,,Q4F7R8_9SALA,,
Q4FBI0,,,,Q4FBI0_EUBGL,,
Q4G4P0,,,,,,Q4G4P0_PLAVS
Q4G690,,,,Q4G690_ALELA,,
Q4G7F8,,,,Q4G7F8_HUMAN,,
Q4G7P9,,,,Q4G7P9_HUMAN,,
Q4G9M5,,,,Q4G9M5_HUMAN,,
Q4GAL3,,,,Q4GAL3_HUMAN,,
Q4GBG2,,,,Q4GBG2_HUMAN,,
Q4GGC8,,,,Q4GGC8_HUMAN,,
Q4GIJ5,,,,Q4GIJ5_HUMAN,,
Q4GKW4,,,,Q4GKW4_HUMAN,,
Q4GR21,,,,Q4GR21_HUMAN,,
Q4GTJ2,,,,Q4GTJ2_HUMAN,,
Q4GUT4,,,,Q4GUT4_HUMAN,,
Q4GV90,,,,Q4GV90_HUMAN,,
Q4GVU8,,,,Q4GVU8_HUMAN,,
